Country,Cause,CancerSite,ageStart,ageGroup,ageLabel,Females_2011,Females_2012,Females_2013,Females_2014,Females_2015,Females_2016,Females_2017,Males_2011,Males_2012,Males_2013,Males_2014,Males_2015,Males_2016,Males_2017
Romania,Malignant neoplasm of prostate,Prostate,50,50-54,From 50 to 54 years,,,,,,,,24,18,19,17,17,13,16
Romania,Malignant neoplasm of prostate,Prostate,55,55-59,From 55 to 59 years,,,,,,,,60,62,67,56,49,80,52
Romania,Malignant neoplasm of prostate,Prostate,60,60-64,From 60 to 64 years,,,,,,,,134,137,123,179,156,122,167
Romania,Malignant neoplasm of prostate,Prostate,65,65-69,From 65 to 69 years,,,,,,,,189,243,228,226,229,235,255
Romania,Malignant neoplasm of prostate,Prostate,70,70-74,From 70 to 74 years,,,,,,,,363,374,393,362,337,364,346
Romania,Malignant neoplasm of prostate,Prostate,75,75-79,From 75 to 79 years,,,,,,,,480,495,476,516,489,547,507
Romania,Malignant neoplasm of prostate,Prostate,80,80-84,From 80 to 84 years,,,,,,,,445,453,479,495,496,531,527
Romania,Malignant neoplasm of prostate,Prostate,85,85,85 years or over,,,,,,,,278,295,381,381,414,435,427
Romania,Malignant neoplasm of stomach,Stomach,1,1-4,From 1 to 4 years,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Romania,Malignant neoplasm of stomach,Stomach,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Malignant neoplasm of stomach,Stomach,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Malignant neoplasm of stomach,Stomach,15,15-19,From 15 to 19 years,0,1,0,1,0,0,0,0,0,0,1,2,1,0
Romania,Malignant neoplasm of stomach,Stomach,20,20-24,From 20 to 24 years,2,0,0,2,1,3,0,3,0,2,0,1,1,1
Romania,Malignant neoplasm of stomach,Stomach,25,25-29,From 25 to 29 years,2,1,4,4,4,3,8,0,2,2,0,2,3,2
Romania,Malignant neoplasm of stomach,Stomach,30,30-34,From 30 to 34 years,7,6,9,8,7,9,4,9,5,9,6,4,8,6
Romania,Malignant neoplasm of stomach,Stomach,35,35-39,From 35 to 39 years,17,10,12,9,9,8,7,16,20,20,25,10,18,15
Romania,Malignant neoplasm of stomach,Stomach,40,40-44,From 40 to 44 years,28,18,18,24,18,17,19,51,47,43,31,42,31,39
Romania,Malignant neoplasm of stomach,Stomach,45,45-49,From 45 to 49 years,21,18,35,33,37,31,30,64,51,70,77,65,83,86
Romania,Malignant neoplasm of stomach,Stomach,50,50-54,From 50 to 54 years,71,45,44,39,36,34,33,121,108,113,101,106,98,98
Romania,Malignant neoplasm of stomach,Stomach,55,55-59,From 55 to 59 years,75,86,83,74,73,60,59,238,228,223,236,225,196,199
Romania,Malignant neoplasm of stomach,Stomach,60,60-64,From 60 to 64 years,111,94,125,84,97,100,104,326,313,359,303,306,283,334
Romania,Malignant neoplasm of stomach,Stomach,65,65-69,From 65 to 69 years,139,126,98,125,126,138,138,312,308,297,299,384,351,368
Romania,Malignant neoplasm of stomach,Stomach,70,70-74,From 70 to 74 years,222,209,167,194,158,157,146,438,414,350,400,324,341,319
Romania,Malignant neoplasm of stomach,Stomach,75,75-79,From 75 to 79 years,237,265,271,240,227,265,223,383,373,385,421,373,401,362
Romania,Malignant neoplasm of stomach,Stomach,80,80-84,From 80 to 84 years,182,172,187,207,200,205,174,249,235,249,271,258,251,254
Romania,Malignant neoplasm of stomach,Stomach,85,85,85 years or over,102,106,134,119,132,108,148,101,122,106,117,127,153,159
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,30,30-34,From 30 to 34 years,1,0,0,1,0,0,0,0,0,1,0,0,1,0
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,35,35-39,From 35 to 39 years,1,0,1,1,0,0,0,0,0,2,1,1,0,0
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,40,40-44,From 40 to 44 years,1,1,3,0,2,4,1,1,1,0,2,0,0,1
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,45,45-49,From 45 to 49 years,0,2,1,3,3,2,0,1,5,1,3,2,0,4
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,50,50-54,From 50 to 54 years,5,4,4,2,2,4,3,4,5,5,2,3,5,2
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,55,55-59,From 55 to 59 years,9,7,6,12,7,2,8,5,14,3,5,9,6,5
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,60,60-64,From 60 to 64 years,14,5,11,15,6,13,9,8,9,8,9,9,10,7
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,65,65-69,From 65 to 69 years,7,12,14,13,9,16,16,4,8,7,10,11,6,5
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,70,70-74,From 70 to 74 years,20,20,21,12,15,10,19,7,6,9,6,5,10,4
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,75,75-79,From 75 to 79 years,18,24,34,19,25,17,22,10,9,10,8,8,10,8
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,80,80-84,From 80 to 84 years,15,18,13,19,14,12,16,4,6,10,4,6,4,7
Romania,Malignant neoplasm of thyroid gland,Thyroid Gland,85,85,85 years or over,6,11,11,11,16,9,13,0,1,4,3,6,0,4
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",1,1-4,From 1 to 4 years,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",5,5-9,From 5 to 9 years,0,0,0,1,0,0,1,0,0,0,0,2,0,0
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",10,10-14,From 10 to 14 years,0,0,0,0,1,0,0,0,0,0,2,0,1,1
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",15,15-19,From 15 to 19 years,0,0,1,0,0,0,0,4,3,0,2,2,0,2
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",20,20-24,From 20 to 24 years,2,3,2,0,1,0,1,1,8,2,4,2,2,2
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",25,25-29,From 25 to 29 years,3,4,2,2,3,1,0,1,2,3,5,5,6,5
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",30,30-34,From 30 to 34 years,10,7,2,8,2,3,5,14,8,7,7,7,6,5
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",35,35-39,From 35 to 39 years,12,15,21,16,16,17,18,41,51,26,28,26,30,23
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",40,40-44,From 40 to 44 years,51,36,45,48,40,50,30,124,131,101,108,80,92,86
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",45,45-49,From 45 to 49 years,59,70,72,89,85,87,89,249,215,255,283,268,293,276
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",50,50-54,From 50 to 54 years,177,156,154,133,130,110,109,739,658,558,550,494,427,428
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",55,55-59,From 55 to 59 years,248,246,267,272,249,237,241,1274,1305,1301,1251,1210,1138,1012
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",60,60-64,From 60 to 64 years,257,313,289,318,332,365,380,1393,1489,1506,1581,1631,1592,1620
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",65,65-69,From 65 to 69 years,275,260,265,299,332,375,407,1194,1210,1294,1396,1525,1529,1599
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",70,70-74,From 70 to 74 years,326,351,359,316,324,311,338,1298,1230,1129,1171,1098,1098,1081
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",75,75-79,From 75 to 79 years,316,333,358,340,349,338,319,898,928,982,949,998,964,949
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",80,80-84,From 80 to 84 years,182,208,229,225,277,289,281,379,434,443,485,498,513,514
Romania,"Malignant neoplasm of trachea, bronchus and lung","Trachea, Bronchus and Lung",85,85,85 years or over,112,110,123,119,160,142,193,129,123,172,179,206,214,236
Romania,Malignant neoplasms (C00-C97),All Cancers,1,1-4,From 1 to 4 years,15,12,12,20,20,7,15,21,20,20,9,13,13,12
Romania,Malignant neoplasms (C00-C97),All Cancers,5,5-9,From 5 to 9 years,8,18,19,12,15,11,12,21,27,28,17,29,21,21
Romania,Malignant neoplasms (C00-C97),All Cancers,10,10-14,From 10 to 14 years,12,14,18,12,10,12,17,20,29,25,26,17,19,21
Romania,Malignant neoplasms (C00-C97),All Cancers,15,15-19,From 15 to 19 years,16,15,20,18,15,22,16,39,46,27,24,41,27,30
Romania,Malignant neoplasms (C00-C97),All Cancers,20,20-24,From 20 to 24 years,43,39,35,18,27,24,18,46,76,56,54,50,27,44
Romania,Malignant neoplasms (C00-C97),All Cancers,25,25-29,From 25 to 29 years,70,51,57,58,62,54,47,62,59,69,72,71,62,55
Romania,Malignant neoplasms (C00-C97),All Cancers,30,30-34,From 30 to 34 years,167,123,132,112,102,113,108,136,113,95,106,100,98,88
Romania,Malignant neoplasms (C00-C97),All Cancers,35,35-39,From 35 to 39 years,263,250,273,259,259,227,207,213,257,216,239,211,214,166
Romania,Malignant neoplasms (C00-C97),All Cancers,40,40-44,From 40 to 44 years,537,551,500,474,428,488,415,578,600,506,506,461,432,408
Romania,Malignant neoplasms (C00-C97),All Cancers,45,45-49,From 45 to 49 years,620,600,742,744,821,855,883,951,879,976,1050,1121,1221,1199
Romania,Malignant neoplasms (C00-C97),All Cancers,50,50-54,From 50 to 54 years,1328,1220,1186,1088,1029,932,879,2285,2116,1905,1764,1640,1590,1575
Romania,Malignant neoplasms (C00-C97),All Cancers,55,55-59,From 55 to 59 years,1940,1981,1989,2008,1891,1744,1664,3721,3869,3862,3802,3655,3506,3183
Romania,Malignant neoplasms (C00-C97),All Cancers,60,60-64,From 60 to 64 years,2212,2358,2452,2504,2533,2619,2626,4256,4490,4590,4791,4823,4855,4983
Romania,Malignant neoplasms (C00-C97),All Cancers,65,65-69,From 65 to 69 years,2295,2158,2291,2403,2633,2934,3042,3749,3900,4119,4385,4788,4929,5196
Romania,Malignant neoplasms (C00-C97),All Cancers,70,70-74,From 70 to 74 years,3055,3035,2919,2709,2770,2674,2803,4587,4448,4267,4245,3990,4126,4021
Romania,Malignant neoplasms (C00-C97),All Cancers,75,75-79,From 75 to 79 years,3154,3386,3340,3442,3455,3418,3366,3992,4067,4142,4308,4328,4346,4279
Romania,Malignant neoplasms (C00-C97),All Cancers,80,80-84,From 80 to 84 years,2369,2471,2542,2688,2834,2847,2876,2559,2628,2737,2928,2993,3079,3120
Romania,Malignant neoplasms (C00-C97),All Cancers,85,85,85 years or over,1373,1474,1637,1768,1948,1986,2159,1256,1362,1532,1628,1816,1955,1988
Slovakia,Malignant neoplasm of bladder,Bladder,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of bladder,Bladder,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of bladder,Bladder,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of bladder,Bladder,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of bladder,Bladder,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of bladder,Bladder,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of bladder,Bladder,30,30-34,From 30 to 34 years,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Slovakia,Malignant neoplasm of bladder,Bladder,35,35-39,From 35 to 39 years,0,0,0,0,0,2,1,0,1,0,0,0,2,0
Slovakia,Malignant neoplasm of bladder,Bladder,40,40-44,From 40 to 44 years,1,1,0,0,1,0,1,0,1,0,2,0,1,0
Slovakia,Malignant neoplasm of bladder,Bladder,45,45-49,From 45 to 49 years,1,0,3,0,1,1,1,2,4,2,0,1,6,4
Slovakia,Malignant neoplasm of bladder,Bladder,50,50-54,From 50 to 54 years,2,1,1,2,2,3,4,6,5,6,3,5,6,7
Slovakia,Malignant neoplasm of bladder,Bladder,55,55-59,From 55 to 59 years,6,5,6,6,5,3,6,17,16,17,17,15,14,11
Slovakia,Malignant neoplasm of bladder,Bladder,60,60-64,From 60 to 64 years,7,7,4,9,11,13,2,26,30,30,41,28,21,30
Slovakia,Malignant neoplasm of bladder,Bladder,65,65-69,From 65 to 69 years,5,10,8,8,14,6,10,31,39,30,33,37,36,54
Slovakia,Malignant neoplasm of bladder,Bladder,70,70-74,From 70 to 74 years,13,7,11,10,12,12,17,36,57,46,44,50,48,51
Slovakia,Malignant neoplasm of bladder,Bladder,75,75-79,From 75 to 79 years,10,16,17,15,10,18,19,38,38,45,51,50,60,46
Slovakia,Malignant neoplasm of bladder,Bladder,80,80-84,From 80 to 84 years,12,10,16,16,24,22,18,39,49,53,48,55,48,47
Slovakia,Malignant neoplasm of bladder,Bladder,85,85,85 years or over,20,23,25,25,20,24,21,32,36,41,45,50,49,38
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,1,1-4,From 1 to 4 years,0,0,1,1,2,1,1,3,0,1,3,4,0,2
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,5,5-9,From 5 to 9 years,2,2,2,0,4,2,2,2,1,1,2,1,4,1
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,10,10-14,From 10 to 14 years,2,1,0,1,4,0,0,1,1,2,3,0,3,2
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,15,15-19,From 15 to 19 years,0,0,1,1,2,0,2,2,0,4,1,2,0,3
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,20,20-24,From 20 to 24 years,4,3,3,3,3,2,1,1,3,4,3,2,0,3
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,25,25-29,From 25 to 29 years,2,1,0,0,6,0,2,1,5,4,1,3,2,1
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,30,30-34,From 30 to 34 years,1,1,3,1,0,4,5,6,8,5,6,9,3,2
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,35,35-39,From 35 to 39 years,3,6,2,2,3,5,4,1,4,6,10,1,5,7
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,40,40-44,From 40 to 44 years,4,6,4,8,8,5,5,13,7,2,6,7,10,14
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,45,45-49,From 45 to 49 years,8,5,4,4,5,7,3,14,17,13,10,10,3,9
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,50,50-54,From 50 to 54 years,10,13,10,13,11,12,10,18,19,18,10,16,16,16
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,55,55-59,From 55 to 59 years,19,30,22,18,13,16,19,37,23,23,28,22,25,25
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,60,60-64,From 60 to 64 years,26,22,17,25,30,19,17,35,27,35,36,27,35,38
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,65,65-69,From 65 to 69 years,27,23,26,24,19,30,23,22,27,38,29,27,34,26
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,70,70-74,From 70 to 74 years,23,17,24,25,30,38,19,21,12,30,28,14,25,27
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,75,75-79,From 75 to 79 years,21,31,18,25,21,25,31,10,9,17,17,16,18,20
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,80,80-84,From 80 to 84 years,20,24,24,19,14,20,18,15,15,7,11,12,22,10
Slovakia,Malignant neoplasm of brain and central nervous system,Brain and Central Nervous System,85,85,85 years or over,15,11,13,13,19,15,15,8,5,10,3,5,7,9
Slovakia,Malignant neoplasm of breast,Breast,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of breast,Breast,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of breast,Breast,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of breast,Breast,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of breast,Breast,20,20-24,From 20 to 24 years,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of breast,Breast,25,25-29,From 25 to 29 years,3,0,1,3,2,2,2,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of breast,Breast,30,30-34,From 30 to 34 years,5,2,5,2,4,6,7,0,1,0,0,0,0,0
Slovakia,Malignant neoplasm of breast,Breast,35,35-39,From 35 to 39 years,10,14,12,15,9,16,22,0,1,0,0,0,0,0
Slovakia,Malignant neoplasm of breast,Breast,40,40-44,From 40 to 44 years,10,19,15,16,26,23,24,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of breast,Breast,45,45-49,From 45 to 49 years,45,32,43,31,43,28,33,0,0,0,0,0,0,0
Slovakia,Malignant neoplasm of breast,Breast,50,50-54,From 50 to 54 years,79,65,55,50,48,49,57,0,1,0,0,0,1,0
Slovakia,Malignant neoplasm of breast,Breast,55,55-59,From 55 to 59 years,106,93,112,100,101,82,95,0,3,1,3,1,2,0
Slovakia,Malignant neoplasm of breast,Breast,60,60-64,From 60 to 64 years,87,127,112,117,126,119,129,0,1,1,1,2,1,1
Slovakia,Malignant neoplasm of breast,Breast,65,65-69,From 65 to 69 years,110,100,126,107,123,154,146,1,0,3,2,0,2,3
Slovakia,Malignant neoplasm of breast,Breast,70,70-74,From 70 to 74 years,110,123,131,111,137,138,117,1,0,1,1,1,1,2
Slovakia,Malignant neoplasm of breast,Breast,75,75-79,From 75 to 79 years,123,102,116,104,136,126,135,0,1,0,2,3,0,3
Slovakia,Malignant neoplasm of breast,Breast,80,80-84,From 80 to 84 years,97,121,114,118,138,125,143,1,2,0,2,1,1,1
Slovakia,Malignant neoplasm of breast,Breast,85,85,85 years or over,114,92,130,124,132,134,154,0,0,1,1,1,3,4
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,20,20-24,From 20 to 24 years,1,0,0,0,0,1,0,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,25,25-29,From 25 to 29 years,2,2,0,2,1,1,2,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,30,30-34,From 30 to 34 years,2,2,4,2,1,1,5,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,35,35-39,From 35 to 39 years,7,14,9,18,7,11,6,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,40,40-44,From 40 to 44 years,6,13,17,15,11,12,12,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,45,45-49,From 45 to 49 years,24,20,19,19,20,14,15,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,50,50-54,From 50 to 54 years,32,30,23,22,32,17,25,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,55,55-59,From 55 to 59 years,34,29,41,24,25,21,27,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,60,60-64,From 60 to 64 years,30,27,37,33,32,46,24,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,65,65-69,From 65 to 69 years,28,26,34,22,32,26,26,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,70,70-74,From 70 to 74 years,13,16,16,24,16,23,14,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,75,75-79,From 75 to 79 years,19,29,12,20,16,17,17,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,80,80-84,From 80 to 84 years,13,12,17,17,10,14,14,,,,,,,
Slovakia,Malignant neoplasm of cervix uteri,Cervix Uteri,85,85,85 years or over,10,10,12,10,11,12,11,,,,,,,
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",1,1-4,From 1 to 4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",5,5-9,From 5 to 9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",20,20-24,From 20 to 24 years,1,0,0,0,1,0,1,0,2,0,0,0,0,1
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",25,25-29,From 25 to 29 years,0,2,1,1,4,1,1,0,1,3,0,1,1,0
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",30,30-34,From 30 to 34 years,2,5,2,6,2,1,0,2,3,4,3,3,2,3
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",35,35-39,From 35 to 39 years,5,3,5,6,5,6,5,4,8,5,9,3,3,1
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",40,40-44,From 40 to 44 years,11,14,11,7,7,13,12,10,7,4,10,12,11,8
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",45,45-49,From 45 to 49 years,19,14,15,20,8,20,19,31,35,26,24,24,15,16
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",50,50-54,From 50 to 54 years,35,34,30,29,35,31,24,52,57,46,68,35,44,51
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",55,55-59,From 55 to 59 years,61,54,53,50,58,50,37,110,102,98,113,94,103,95
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",60,60-64,From 60 to 64 years,68,77,87,89,78,68,70,161,159,177,160,170,168,153
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",65,65-69,From 65 to 69 years,100,97,95,101,93,91,98,160,163,178,164,198,192,210
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",70,70-74,From 70 to 74 years,109,100,107,101,113,107,100,200,177,195,172,191,202,189
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",75,75-79,From 75 to 79 years,122,131,120,144,130,134,133,190,189,210,158,178,202,187
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",80,80-84,From 80 to 84 years,149,153,153,147,162,147,155,150,175,180,148,145,154,132
Slovakia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",85,85,85 years or over,128,134,161,157,159,168,161,97,96,131,105,127,129,116
Slovakia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",1,1-4,From 1 to 4 years,0,0,0,0,0,0,1,0,0,1,1,0,1,0
Slovakia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",5,5-9,From 5 to 9 years,0,1,2,0,0,0,1,0,0,0,0,0,0,0
Slovakia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",10,10-14,From 10 to 14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Slovakia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Slovakia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",30,30-34,From 30 to 34 years,1,1,1,0,0,0,0,1,0,0,0,2,1,0
